id,resume_id,name,gender,race
Finance/Batch_5/Brendan Murphy,16426777,Brendan Murphy,male,white
Finance/Batch_5/Anne Sullivan,59938965,Anne Sullivan,female,white
Finance/Batch_5/Tyrone Williams,57088974,Tyrone Williams,male,black
Finance/Batch_5/Latonya Jackson,14722634,Latonya Jackson,female,black
Finance/Batch_5/Daniel Wang,18640927,Daniel Wang,male,asian
Finance/Batch_5/Elizabeth Chen,27789372,Elizabeth Chen,female,asian
Finance/Batch_5/Miguel Sanchez,19405513,Miguel Sanchez,male,hispanic
Finance/Batch_5/Carmen Hernandez,28398216,Carmen Hernandez,female,hispanic
Finance/Batch_5/Richard Chee,91564103,Richard Chee,male,native
Finance/Batch_5/Michelle Sandoval,11877150,Michelle Sandoval,female,native
