id,resume_id,name,gender,race
Banking/Batch_6/Matthew McCarthy,19149865,Matthew McCarthy,male,white
Banking/Batch_6/Emily Murphy,25780596,Emily Murphy,female,white
Banking/Batch_6/Jermaine Washington,11637468,Jermaine Washington,male,black
Banking/Batch_6/Latoya Robinson,18208580,Latoya Robinson,female,black
Banking/Batch_6/Michael Yang,17189156,Michael Yang,male,asian
Banking/Batch_6/Michelle Wang,39247950,Michelle Wang,female,asian
Banking/Batch_6/David Lopez,36302399,David Lopez,male,hispanic
Banking/Batch_6/Sandra Sanchez,77156708,Sandra Sanchez,female,hispanic
Banking/Batch_6/Robert Nez,71422121,Robert Nez,male,native
Banking/Batch_6/Ashley Sandoval,24580361,Ashley Sandoval,female,native
