id,resume_id,name,gender,race
Accountant/Batch_1/Brendan Walsh,78403342,Brendan Walsh,male,white
Accountant/Batch_1/Allison Kelly,75286906,Allison Kelly,female,white
Accountant/Batch_1/Hakim Williams,12338274,Hakim Williams,male,black
Accountant/Batch_1/Latonya Washington,29456173,Latonya Washington,female,black
Accountant/Batch_1/Michael Tran,33527446,Michael Tran,male,asian
Accountant/Batch_1/Amy Chen,17407184,Amy Chen,female,asian
Accountant/Batch_1/Carlos Gonzalez,14470533,Carlos Gonzalez,male,hispanic
Accountant/Batch_1/Maria Perez,21031285,Maria Perez,female,hispanic
Accountant/Batch_1/Robert Yazzie,43685045,Robert Yazzie,male,native
Accountant/Batch_1/Mary Chee,14224370,Mary Chee,female,native
