id,resume_id,name,gender,race
Research_Assistant/Batch_9/Matthew Walsh,9,Matthew Walsh,male,white
Research_Assistant/Batch_9/Anne Ryan,37,Anne Ryan,female,white
Research_Assistant/Batch_9/Jermaine Washington,8,Jermaine Washington,male,black
Research_Assistant/Batch_9/Latonya Jones,6,Latonya Jones,female,black
Research_Assistant/Batch_9/James Li,50,James Li,male,asian
Research_Assistant/Batch_9/Jessica Tran,26,Jessica Tran,female,asian
Research_Assistant/Batch_9/Juan Sanchez,41,Juan Sanchez,male,hispanic
Research_Assistant/Batch_9/Ana Rodriguez,3,Ana Rodriguez,female,hispanic
Research_Assistant/Batch_9/Michael Chee,32,Michael Chee,male,native
Research_Assistant/Batch_9/Ashley Oxendine,33,Ashley Oxendine,female,native
