id,resume_id,name,gender,race
Banking/Batch_11/Neil Murphy,22615491,Neil Murphy,male,white
Banking/Batch_11/Sarah Kelly,25780596,Sarah Kelly,female,white
Banking/Batch_11/Darnell Washington,29552167,Darnell Washington,male,black
Banking/Batch_11/Keisha Jones,87867370,Keisha Jones,female,black
Banking/Batch_11/Kevin Wang,13982572,Kevin Wang,male,asian
Banking/Batch_11/Jennifer Li,45167858,Jennifer Li,female,asian
Banking/Batch_11/Jose Hernandez,30127072,Jose Hernandez,male,hispanic
Banking/Batch_11/Rosa Perez,17276884,Rosa Perez,female,hispanic
Banking/Batch_11/Robert Locklear,70667011,Robert Locklear,male,native
Banking/Batch_11/Ashley Chee,19149865,Ashley Chee,female,native
