id,resume_id,name,gender,race
Accountant/Batch_8/Greg Sullivan,15821633,Greg Sullivan,male,white
Accountant/Batch_8/Carrie O’Brien,12338274,Carrie O’Brien,female,white
Accountant/Batch_8/Tremayne Robinson,27980446,Tremayne Robinson,male,black
Accountant/Batch_8/Latoya Washington,23636277,Latoya Washington,female,black
Accountant/Batch_8/Kevin Lee,63137898,Kevin Lee,male,asian
Accountant/Batch_8/Sarah Yang,37997507,Sarah Yang,female,asian
Accountant/Batch_8/Juan Sanchez,17407184,Juan Sanchez,male,hispanic
Accountant/Batch_8/Rosa Martinez,30361788,Rosa Martinez,female,hispanic
Accountant/Batch_8/Michael Sandoval,11163645,Michael Sandoval,male,native
Accountant/Batch_8/Michelle Chee,15906625,Michelle Chee,female,native
