id,resume_id,name,gender,race
Apparel/Batch_3/Greg Sullivan,13418452,Greg Sullivan,male,white
Apparel/Batch_3/Meredith Kelly,56151548,Meredith Kelly,female,white
Apparel/Batch_3/Tremayne Williams,15479281,Tremayne Williams,male,black
Apparel/Batch_3/Lakisha Williams,35121930,Lakisha Williams,female,black
Apparel/Batch_3/Daniel Chen,24533931,Daniel Chen,male,asian
Apparel/Batch_3/Amy Le,14413257,Amy Le,female,asian
Apparel/Batch_3/Daniel Perez,16391949,Daniel Perez,male,hispanic
Apparel/Batch_3/Maria Sanchez,50324968,Maria Sanchez,female,hispanic
Apparel/Batch_3/William Sandoval,15154822,William Sandoval,male,native
Apparel/Batch_3/Ashley Locklear,29764492,Ashley Locklear,female,native
