id,resume_id,name,gender,race
Apparel/Batch_6/Jay Baker,21807211,Jay Baker,male,white
Apparel/Batch_6/Kristen Walsh,13764840,Kristen Walsh,female,white
Apparel/Batch_6/Jamal Jones,26691587,Jamal Jones,male,black
Apparel/Batch_6/Tamika Williams,30344127,Tamika Williams,female,black
Apparel/Batch_6/Joseph Nguyen,56151548,Joseph Nguyen,male,asian
Apparel/Batch_6/Emily Li,72807293,Emily Li,female,asian
Apparel/Batch_6/Jesus Perez,12668625,Jesus Perez,male,hispanic
Apparel/Batch_6/Jessica Gonzalez,19070271,Jessica Gonzalez,female,hispanic
Apparel/Batch_6/David Locklear,23719943,David Locklear,male,native
Apparel/Batch_6/Ashley Sandoval,91533580,Ashley Sandoval,female,native
