id,resume_id,name,gender,race
Research_Assistant/Batch_7/Greg Kelly,25,Greg Kelly,male,white
Research_Assistant/Batch_7/Jill Kelly,44,Jill Kelly,female,white
Research_Assistant/Batch_7/Tyrone Washington,22,Tyrone Washington,male,black
Research_Assistant/Batch_7/Aisha Jones,46,Aisha Jones,female,black
Research_Assistant/Batch_7/John Wang,41,John Wang,male,asian
Research_Assistant/Batch_7/Amy Li,33,Amy Li,female,asian
Research_Assistant/Batch_7/Miguel Gonzalez,16,Miguel Gonzalez,male,hispanic
Research_Assistant/Batch_7/Rosa Sanchez,47,Rosa Sanchez,female,hispanic
Research_Assistant/Batch_7/David Locklear,39,David Locklear,male,native
Research_Assistant/Batch_7/Jennifer Tsosie,31,Jennifer Tsosie,female,native
