id,resume_id,name,gender,race
Accountant/Batch_3/Todd Baker,25846894,Todd Baker,male,white
Accountant/Batch_3/Kristen Murphy,75286906,Kristen Murphy,female,white
Accountant/Batch_3/Jermaine Jackson,18132924,Jermaine Jackson,male,black
Accountant/Batch_3/Keisha Robinson,20253563,Keisha Robinson,female,black
Accountant/Batch_3/Daniel Kim,24817041,Daniel Kim,male,asian
Accountant/Batch_3/Jennifer Kim,14470533,Jennifer Kim,female,asian
Accountant/Batch_3/Jorge Garcia,27980446,Jorge Garcia,male,hispanic
Accountant/Batch_3/Maria Perez,15906625,Maria Perez,female,hispanic
Accountant/Batch_3/Michael Oxendine,21338490,Michael Oxendine,male,native
Accountant/Batch_3/Michelle Nez,33527446,Michelle Nez,female,native
