id,resume_id,name,gender,race
Teacher/Batch_2/Neil Ryan,45286020,Neil Ryan,male,white
Teacher/Batch_2/Kristen O’Brien,34465087,Kristen O’Brien,female,white
Teacher/Batch_2/Rasheed Jones,74816727,Rasheed Jones,male,black
Teacher/Batch_2/Kenya Williams,15899269,Kenya Williams,female,black
Teacher/Batch_2/Kevin Wang,48547319,Kevin Wang,male,asian
Teacher/Batch_2/Amy Tran,28086303,Amy Tran,female,asian
Teacher/Batch_2/Miguel Hernandez,29486525,Miguel Hernandez,male,hispanic
Teacher/Batch_2/Rosa Gonzalez,29267293,Rosa Gonzalez,female,hispanic
Teacher/Batch_2/Richard Sandoval,16210888,Richard Sandoval,male,native
Teacher/Batch_2/Jessica Chee,36206485,Jessica Chee,female,native
